,title,price,izmer,location,seller,seller_link,date,link
1496,Сера Комовая,5782.00,за Тонну,"Брянская область,  Жуковка", Андрей Николаевич Ким,https://agroru.com/pages/307514/,13.06.2019,https://agroru.com/doska/sera-komovaya-50092.htm
1497,Навоз конский,750.00,за Тонну,"Московская область,  Дмитров", Олег Юрьевич Бочин,https://agroru.com/pages/205972/,21.09.2020,https://agroru.com/doska/navoz-konskij-v-moskovskoj-oblasti-57836.htm
1498,Минеральные удобрения,None,None,"Р-ка Башкортостан,  Стерлитамак", Денис,https://agroru.com/pages/207836/,13.06.2019,https://agroru.com/doska/mineralnye-udobreniya-82116.htm
1499,Мука известняковая,None,None,"Владимирская область,  Ковров", Дмитрий Владиславович,https://agroru.com/pages/285304/,13.06.2019,https://agroru.com/doska/muka-izvestnyakovaya-43808.htm
1500,Доломитовая мука для раскисления почв,None,None,"Владимирская область,  Ковров", Дмитрий Владиславович,https://agroru.com/pages/285304/,13.06.2019,https://agroru.com/doska/dolomitovaya-muka-dlya-raskisleniya-pochv-45045.htm
1501,ЖКУ,21.00,за Килограмм,"Ставропольский край,  Ставрополь", Владислав Анатольевич,https://agroru.com/pages/265061/,12.06.2019,https://agroru.com/doska/zhku-35271.htm
1502,Гранулированное удобрение на основе конского навоза Эко-Конь,None,None,"Калининградская область,  Калининград", Елена,https://agroru.com/pages/309834/,11.06.2019,https://agroru.com/doska/granulirovannoe-udobrenie-na-osnove-konskogo-navoza-eko-kon-12514.htm
1503,Калий хлористый гранулированный,16500.00,за Тонну,"Р-ка Башкортостан,  Уфа", Айсылу,https://agroru.com/pages/309644/,25.09.2019,https://agroru.com/doska/kalij-hloristyj-granulirovannyj-36368.htm
1504,Калий хлористый,None,None,"Ханты-Мансийский А.О.,  Сургут", Вячеслав,https://agroru.com/pages/305421/,03.06.2019,https://agroru.com/doska/kalij-hloristyj-99977.htm
1505,Калий хлористый гранулированный,None,None,"Пермский край,  Пермь", Вячеслав,https://agroru.com/pages/305421/,03.06.2019,https://agroru.com/doska/kalij-hloristyj-granulirovannyj-14870.htm
1506,Мономикроудобрение ГИСИНАР-Cu,6.00,за Литр,"Беларусь,  Минск", Олег Иванович Мамаев,https://agroru.com/pages/127934/,29.05.2019,https://agroru.com/doska/monomikroudobrenie-gisinar-cu-79387.htm
1507,Микроудобрение ГИСИНАР ЛИНУМ,7.00,за Литр,"Беларусь,  Минск", Олег Иванович Мамаев,https://agroru.com/pages/127934/,29.05.2019,https://agroru.com/doska/mikroudobrenie-gisinar-linum-87152.htm
1508,Препарат для предпосевной обработки семян Гисинар М,8.00,за Килограмм,"Беларусь,  Минск", Олег Иванович Мамаев,https://agroru.com/pages/127934/,29.05.2019,https://agroru.com/doska/preparat-dlya-predposevnoj-obrabotki-semyan-gisinar-m-17071.htm
1509,Мономикроудобрение ГИСИНАР-Mn,6.00,за Литр,"Беларусь,  Минск", Олег Иванович Мамаев,https://agroru.com/pages/127934/,29.05.2019,https://agroru.com/doska/monomikroudobrenie-gisinar-mn-26954.htm
1510,Мономикроудобрение ГИСИНАР-Zn,6.00,за Литр,"Беларусь,  Минск", Олег Иванович Мамаев,https://agroru.com/pages/127934/,29.05.2019,https://agroru.com/doska/monomikroudobrenie-gisinar-zn-61367.htm
1511,Селитра амиачная,None,None,"Украина,  Житомир", Виталий,https://agroru.com/pages/309329/,29.05.2019,https://agroru.com/doska/selitra-amiachnaya-1065.htm
1512,биоудобрение Гумифулин,99.00,за Литр,"Ростовская область,  Ростов-на-Дону", ,https://agroru.com,28.05.2019,https://agroru.com/doska/bioudobrenie-amp-quot-gumifulin-amp-quot-17740.htm
1513,Компост под вашу СТМ,20.00,за Штуку,"Московская область,  Раменское", Михаил,https://agroru.com/pages/300936/,24.05.2019,https://agroru.com/doska/kompost-pod-vashu-stm-81358.htm
1514,"Компост, перегной, навоз КРС оптом и в розницу",350.00,за Тонну,"Московская область,  Раменское", Михаил,https://agroru.com/pages/300936/,24.05.2019,https://agroru.com/doska/kompost-peregnoj-navoz-krs-optom-i-v-roznitsu-83975.htm
1515,Минеральные удобрения,1000.00,за Тонну,"Краснодарский край,  Краснодар", Виктор,https://agroru.com/pages/309164/,02.08.2019,https://agroru.com/doska/mineralnye-udobreniya-1734.htm
1516,Сера газовая техническая комовая 99.92 / 99.95,None,None,"Р-ка Башкортостан,  Стерлитамак", Руслан,https://agroru.com/pages/308831/,24.05.2019,https://agroru.com/doska/sera-gazovaya-tehnicheskaya-komovaya-99-92-99-95-36982.htm
1517,NPK водорастворимые ФИНАЛ,None,None,"Московская область,  Воскресенск", Руслан,https://agroru.com/pages/308831/,24.05.2019,https://agroru.com/doska/npk-vodorastvorimye-final-9965.htm
1518,NPK водорастворимые УНИВЕРСАЛ,None,None,"Московская область,  Воскресенск", Руслан,https://agroru.com/pages/308831/,24.05.2019,https://agroru.com/doska/npk-vodorastvorimye-universal-27887.htm
1519,NPK водорастворимые СТАРТ,None,None,"Московская область,  Воскресенск", Руслан,https://agroru.com/pages/308831/,24.05.2019,https://agroru.com/doska/npk-vodorastvorimye-start-40866.htm
1520,Калиевая селитра техническая марка СХ,None,None,"Московская область,  Воскресенск", Руслан,https://agroru.com/pages/308831/,24.05.2019,https://agroru.com/doska/kalievaya-selitra-tehnicheskaya-marka-sh-98479.htm
1521,Нитрат кальция концентрированный,None,None,"Московская область,  Воскресенск", Руслан,https://agroru.com/pages/308831/,24.05.2019,https://agroru.com/doska/nitrat-kaltsiya-kontsentrirovannyj-46655.htm
1522,Моноаммонийфосфат специальный водорастворимый (МАФ),None,None,"Московская область,  Воскресенск", Руслан,https://agroru.com/pages/308831/,24.05.2019,https://agroru.com/doska/monoammonijfosfat-spetsialnyj-vodorastvorimyj-maf-42144.htm
1523,Азофоска NPKS 27:6:6:2,None,None,"Московская область,  Воскресенск", Руслан,https://agroru.com/pages/308831/,24.05.2019,https://agroru.com/doska/azofoska-npks-27-6-6-2-49253.htm
1524,Нитроаммофоска NPK 24:6:12,None,None,"Московская область,  Воскресенск", Руслан,https://agroru.com/pages/308831/,24.05.2019,https://agroru.com/doska/nitroammofoska-npk-24-6-12-17263.htm
1525,Нитроаммофоска NPKS 21:10:10:2,None,None,"Московская область,  Воскресенск", Руслан,https://agroru.com/pages/308831/,24.05.2019,https://agroru.com/doska/nitroammofoska-npks-21-10-10-2-86481.htm
1526,аммиачную селитру 390 тн,7000.00,за Тонну,"Самарская область,  Самара", Виталий,https://agroru.com/pages/308227/,23.05.2019,https://agroru.com/doska/ammiachnuju-selitru-390-tn-92534.htm
1527,"NPK, нитроаммофоска",16500.00,за Тонну,"Самарская область,  Самара", Сергей,https://agroru.com/pages/309068/,25.05.2020,https://agroru.com/doska/npk-nitroammofoska-62299.htm
1528,Аммофос 12:52,25500.00,за Тонну,"Самарская область,  Самара", Сергей,https://agroru.com/pages/309068/,25.05.2020,https://agroru.com/doska/ammofos-12-52-2627.htm
1529,Аммиачная селитра,12500.00,за Тонну,"Самарская область,  Самара", Сергей,https://agroru.com/pages/309068/,25.05.2020,https://agroru.com/doska/ammiachnaya-selitra-36401.htm
1530,"Карбамид А,Б",17500.00,за Сутки,"Самарская область,  Самара", Сергей,https://agroru.com/pages/309068/,25.05.2020,https://agroru.com/doska/karbamid-a-b-25181.htm
1531,Азотная кислота 58% неконцентрированная,53.00,за Килограмм,"Киргизия,  Бишкек", Биан,https://agroru.com/pages/263092/,20.05.2019,https://agroru.com/doska/prodaju-azotnaya-kislota-58-nekontsentrirovannaya-hno3-rossi-86196.htm
1532,удобрения и СЗР,None,None,"Республика Крым,  Симферополь", Алексей,https://agroru.com/pages/308665/,13.05.2019,https://agroru.com/doska/realizuem-udobreniya-i-szr-65841.htm
1533,Органическое Аминокислотное Удобрение РиКо Profit,699.00,за Литр,"Курская область,  Курск", Сергей,https://agroru.com/pages/295923/,03.03.2020,https://agroru.com/doska/organicheskoe-aminokislotnoe-udobrenie-riko-profit-24366.htm
1534,Органическое Аминокислотное Удобрение РиКо Profit,699.00,за Литр,"Курская область,  Курск", Сергей,https://agroru.com/pages/295923/,06.05.2019,https://agroru.com/doska/organicheskoe-aminokislotnoe-udobrenie-riko-profit-12443.htm
1535,Удобрения органические гуминовые минеральные,195.00,за Литр,"Польша,  Краков", Илья Михайлович Караваев,https://agroru.com/pages/308405/,07.06.2020,https://agroru.com/doska/udobreniya-organicheskie-guminovye-mineralnye-17247.htm
1536,Сапропель,8000.00,за Тонну,"Тюменская область,  Тюмень", Татьяна Владимировна Мишина,https://agroru.com/pages/307992/,17.06.2020,https://agroru.com/doska/sapropel-samogo-vysokogo-kachestva-70402.htm
1537,Конский навоз,50.00,за Упаковку,"Московская область,  Чехов", Алексей,https://agroru.com/pages/308234/,29.04.2019,https://agroru.com/doska/konskij-navoz-pryamo-s-nashego-ksk-62644.htm
1538,Фосфогипс,2000.00,за Тонну,"Ставропольский край,  Ставрополь", Сергей,https://agroru.com/pages/285589/,26.06.2019,https://agroru.com/doska/fosfogips-54808.htm
1539,",Биоудобрение ЭКО+ от производителя",120.00,за Литр,"Краснодарский край,  Приморско-Ахтарск", Игорь Васильевич Крутик,https://agroru.com/pages/204838/,28.04.2019,https://agroru.com/doska/bioudobrenie-eko-ot-proizvoditelya-58929.htm
1540,Диаммофоска 10:26:26,31000.00,за Тонну,"Хабаровский край,  Хабаровск", Анна,https://agroru.com/pages/306479/,23.04.2019,https://agroru.com/doska/diammofoska-10-26-26-24136.htm
1541,Селитра Аммиачная,20500.00,за Тонну,"Хабаровский край,  Хабаровск", Анна,https://agroru.com/pages/306479/,19.04.2019,https://agroru.com/doska/selitra-ammiachnaya-67411.htm
1542,Химические удобрения оптом,None,None,"Москва,  Москва", Оксана Викторовна Голикова,https://agroru.com/pages/294019/,18.04.2019,https://agroru.com/doska/himicheskie-udobreniya-optom-12256.htm
1543,Калий хлористый,20.00,за Килограмм,"Москва,  Москва", Наталья,https://agroru.com/pages/307751/,18.04.2019,https://agroru.com/doska/kalij-hloristyj-22106.htm
1544,Удобрения,300.00,за Литр,"Москва,  Москва", Самат Ринатович Кагарманов,https://agroru.com/pages/307723/,15.05.2019,https://agroru.com/doska/udobreniya-87158.htm
1545,Удобрения,None,None,"Ростовская область,  Зерноград", Андрей  Якунин,https://agroru.com/pages/301341/,12.04.2019,https://agroru.com/doska/udobreniya-raznye-19339.htm
1546,Гроугрин Био Проферт,None,None,"Ростовская область,  Зерноград", Андрей  Якунин,https://agroru.com/pages/301341/,12.04.2019,https://agroru.com/doska/grougrin-bio-profert-39921.htm
1547,Биополимер НУТРИЧАРДЖ,None,None,"Ростовская область,  Зерноград", Андрей  Якунин,https://agroru.com/pages/301341/,12.04.2019,https://agroru.com/doska/novinka-biopolimer-nutrichardzh-48462.htm
1548,Аммиачная селитра марки Б ГОСТ2-2013,13500.00,за Тонну,"Волгоградская область,  Волгоград", Алексей,https://agroru.com/pages/307434/,11.04.2019,https://agroru.com/doska/ammiachnaya-selitra-marki-b-gost2-2013-68890.htm
1549,Биоудобрения,None,None,"Ростовская область,  Ростов-на-Дону", Александр,https://agroru.com/pages/307404/,11.04.2019,https://agroru.com/doska/bioudobreniya-79727.htm
1550,"Селитра аммиачная, карбамид(мочевина)",13000.00,за Штуку,"Свердловская область,  Екатеринбург", Евгения,https://agroru.com/pages/305744/,10.04.2019,https://agroru.com/doska/selitra-ammiachnaya-karbamid-mochevina-1529.htm
1551,Сапропель природный,4000.00,за Тонну,"Свердловская область,  Нижний Тагил", илья,https://agroru.com/pages/307246/,08.04.2019,https://agroru.com/doska/sapropel-prirodnyj-77991.htm
1552,Аммофос NP 12:52,32500.00,за Тонну,"Р-ка Хакасия,  Абакан", ,https://agroru.com/doska/ammofos-np-12-52-47673.htm,07.04.2019,https://agroru.com/doska/ammofos-np-12-52-47673.htm
1553,Азофоска NPKS 27:6:6:2,17900.00,за Тонну,"Томская область,  Томск", ,https://agroru.com/doska/azofoska-npks-27-6-6-2-12335.htm,07.04.2019,https://agroru.com/doska/azofoska-npks-27-6-6-2-12335.htm
1554,Аммофос NP 12:52,32500.00,за Тонну,"Иркутская область,  Иркутск", ,https://agroru.com/doska/ammofos-np-12-52-99723.htm,07.04.2019,https://agroru.com/doska/ammofos-np-12-52-99723.htm
1555,Азофоска NPKS 27:6:6:2,17900.00,за Тонну,"Алтайский край,  Барнаул", ,https://agroru.com/doska/azofoska-npks-27-6-6-2-14253.htm,07.04.2019,https://agroru.com/doska/azofoska-npks-27-6-6-2-14253.htm
1556,Азофоска NPKS 27:6:6:2,17900.00,за Тонну,"Кемеровская область,  Кемерово", ,https://agroru.com/doska/azofoska-npks-27-6-6-2-63439.htm,07.04.2019,https://agroru.com/doska/azofoska-npks-27-6-6-2-63439.htm
1557,Нитроаммофоска (азофоска) NPK 16:16:16,22000.00,за Тонну,"Иркутская область,  Иркутск", ,https://agroru.com/doska/nitroammofoska-azofoska-npk-16-16-16-82518.htm,07.04.2019,https://agroru.com/doska/nitroammofoska-azofoska-npk-16-16-16-82518.htm
1558,Нитроаммофоска (азофоска) NPK 16:16:16,22000.00,за Тонну,"Р-ка Хакасия,  Абакан", ,https://agroru.com/doska/nitroammofoska-azofoska-npk-16-16-16-81454.htm,07.04.2019,https://agroru.com/doska/nitroammofoska-azofoska-npk-16-16-16-81454.htm
1559,Нитроаммофоска (азофоска) NPK 16:16:16,22000.00,за Тонну,"Красноярский край,  Красноярск", ,https://agroru.com/doska/nitroammofoska-azofoska-npk-16-16-16-53413.htm,07.04.2019,https://agroru.com/doska/nitroammofoska-azofoska-npk-16-16-16-53413.htm
1560,Нитроаммофоска (азофоска) NPK 16:16:16,22000.00,за Тонну,"Р-ка Алтай,  Горно-Алтайск", ,https://agroru.com/doska/nitroammofoska-azofoska-npk-16-16-16-86787.htm,07.04.2019,https://agroru.com/doska/nitroammofoska-azofoska-npk-16-16-16-86787.htm
1561,Нитроаммофоска (азофоска) NPK 16:16:16,22000.00,за Тонну,"Кемеровская область,  Кемерово", ,https://agroru.com/doska/nitroammofoska-azofoska-npk-16-16-16-96308.htm,07.04.2019,https://agroru.com/doska/nitroammofoska-azofoska-npk-16-16-16-96308.htm
1562,Нитроаммофоска (азофоска) NPK 16:16:16,22000.00,за Тонну,"Алтайский край,  Барнаул", ,https://agroru.com/doska/nitroammofoska-azofoska-npk-16-16-16-87236.htm,07.04.2019,https://agroru.com/doska/nitroammofoska-azofoska-npk-16-16-16-87236.htm
1563,Нитроаммофоска (азофоска) NPK 16:16:16,22000.00,за Тонну,"Томская область,  Томск", ,https://agroru.com/doska/nitroammofoska-azofoska-npk-16-16-16-71293.htm,07.04.2019,https://agroru.com/doska/nitroammofoska-azofoska-npk-16-16-16-71293.htm
1564,Нитроаммофоска (азофоска) NPK 16:16:16,22000.00,за Тонну,"Новосибирская область,  Новосибирск", ,https://agroru.com/doska/nitroammofoska-azofoska-npk-16-16-16-38190.htm,07.04.2019,https://agroru.com/doska/nitroammofoska-azofoska-npk-16-16-16-38190.htm
1565,Нитроаммофоска (азофоска) NPK 16:16:16,220000.00,за Тонну,"Омская область,  Омск", ,https://agroru.com/doska/nitroammofoska-azofoska-npk-16-16-16-92586.htm,07.04.2019,https://agroru.com/doska/nitroammofoska-azofoska-npk-16-16-16-92586.htm
1566,Нитроаммофоска (азофоска) NPK 16:16:16,22000.00,за Тонну,"Тюменская область,  Тюмень", ,https://agroru.com/doska/nitroammofoska-azofoska-npk-16-16-16-46526.htm,07.04.2019,https://agroru.com/doska/nitroammofoska-azofoska-npk-16-16-16-46526.htm
1567,Нитроаммофоска (азофоска) NPK 16:16:16,22000.00,за Тонну,"Курганская область,  Курган", ,https://agroru.com/doska/nitroammofoska-azofoska-npk-16-16-16-24884.htm,07.04.2019,https://agroru.com/doska/nitroammofoska-azofoska-npk-16-16-16-24884.htm
1568,Удобрение фосфорно-калийное серосодержащее P:K:S =20:20:5,22500.00,за Тонну,"Красноярский край,  Красноярск", ,https://agroru.com/doska/udobrenie-fosforno-kalijnoe-serosoderzhaschee-p-k-s-20-20-5-74572.htm,07.04.2019,https://agroru.com/doska/udobrenie-fosforno-kalijnoe-serosoderzhaschee-p-k-s-20-20-5-74572.htm
1569,Сульфат аммония  N 21,9700.00,за Тонну,"Курганская область,  Курган", ,https://agroru.com/doska/sulfat-ammoniya-n-21-35465.htm,07.04.2019,https://agroru.com/doska/sulfat-ammoniya-n-21-35465.htm
1570,Удобрение фосфорно-калийное серосодержащее P:K:S =20:20:5,22500.00,за Тонну,"Р-ка Алтай,  Горно-Алтайск", ,https://agroru.com/doska/udobrenie-fosforno-kalijnoe-serosoderzhaschee-p-k-s-20-20-5-67375.htm,07.04.2019,https://agroru.com/doska/udobrenie-fosforno-kalijnoe-serosoderzhaschee-p-k-s-20-20-5-67375.htm
1571,Сульфат аммония  N 21,9750.00,за Тонну,"Тюменская область,  Тюмень", ,https://agroru.com/doska/sulfat-ammoniya-n-21-12392.htm,07.04.2019,https://agroru.com/doska/sulfat-ammoniya-n-21-12392.htm
1572,Сульфат аммония  N 21,9700.00,за Тонну,"Омская область,  Омск", ,https://agroru.com/doska/sulfat-ammoniya-n-21-80673.htm,07.04.2019,https://agroru.com/doska/sulfat-ammoniya-n-21-80673.htm
1573,Сульфат аммония  N 21,9700.00,за Тонну,"Новосибирская область,  Новосибирск", ,https://agroru.com/doska/sulfat-ammoniya-n-21-21563.htm,07.04.2019,https://agroru.com/doska/sulfat-ammoniya-n-21-21563.htm
1574,Удобрение фосфорно-калийное серосодержащее P:K:S =20:20:5,22500.00,за Тонну,"Алтайский край,  Барнаул", ,https://agroru.com/doska/udobrenie-fosforno-kalijnoe-serosoderzhaschee-p-k-s-20-20-5-93867.htm,07.04.2019,https://agroru.com/doska/udobrenie-fosforno-kalijnoe-serosoderzhaschee-p-k-s-20-20-5-93867.htm
1575,Сульфат аммония  N 21,9700.00,за Тонну,"Томская область,  Томск", ,https://agroru.com/doska/sulfat-ammoniya-n-21-72606.htm,07.04.2019,https://agroru.com/doska/sulfat-ammoniya-n-21-72606.htm
1576,Удобрение фосфорно-калийное серосодержащее P:K:S =20:20:5,22500.00,за Тонну,"Томская область,  Томск", ,https://agroru.com/doska/udobrenie-fosforno-kalijnoe-serosoderzhaschee-p-k-s-20-20-5-3749.htm,07.04.2019,https://agroru.com/doska/udobrenie-fosforno-kalijnoe-serosoderzhaschee-p-k-s-20-20-5-3749.htm
1577,Сульфат аммония  N 21,9700.00,за Тонну,"Алтайский край,  Барнаул", ,https://agroru.com/doska/sulfat-ammoniya-n-21-65708.htm,07.04.2019,https://agroru.com/doska/sulfat-ammoniya-n-21-65708.htm
1578,Удобрение фосфорно-калийное серосодержащее P:K:S =20:20:5,22500.00,за Тонну,"Новосибирская область,  Новосибирск", ,https://agroru.com/doska/udobrenie-fosforno-kalijnoe-serosoderzhaschee-p-k-s-20-20-5-24446.htm,07.04.2019,https://agroru.com/doska/udobrenie-fosforno-kalijnoe-serosoderzhaschee-p-k-s-20-20-5-24446.htm
1579,Удобрение фосфорно-калийное серосодержащее P:K:S =20:20:5,22500.00,за Тонну,"Омская область,  Омск", ,https://agroru.com/doska/udobrenie-fosforno-kalijnoe-serosoderzhaschee-p-k-s-20-20-5-52385.htm,07.04.2019,https://agroru.com/doska/udobrenie-fosforno-kalijnoe-serosoderzhaschee-p-k-s-20-20-5-52385.htm
1580,Удобрение фосфорно-калийное серосодержащее P:K:S =20:20:5,22500.00,за Тонну,"Тюменская область,  Тюмень", ,https://agroru.com/doska/udobrenie-fosforno-kalijnoe-serosoderzhaschee-p-k-s-20-20-5-22834.htm,07.04.2019,https://agroru.com/doska/udobrenie-fosforno-kalijnoe-serosoderzhaschee-p-k-s-20-20-5-22834.htm
1581,Удобрение фосфорно-калийное серосодержащее P:K:S =20:20:5,22500.00,за Тонну,"Курганская область,  Курган", ,https://agroru.com/doska/udobrenie-fosforno-kalijnoe-serosoderzhaschee-p-k-s-20-20-5-7200.htm,07.04.2019,https://agroru.com/doska/udobrenie-fosforno-kalijnoe-serosoderzhaschee-p-k-s-20-20-5-7200.htm
1582,Сульфат аммония  N 21,9700.00,за Тонну,"Р-ка Алтай,  Горно-Алтайск", ,https://agroru.com/doska/sulfat-ammoniya-n-21-53110.htm,07.04.2019,https://agroru.com/doska/sulfat-ammoniya-n-21-53110.htm
1583,Сульфат аммония  N 21,9750.00,за Тонну,"Красноярский край,  Красноярск", ,https://agroru.com/doska/sulfat-ammoniya-n-21-48570.htm,07.04.2019,https://agroru.com/doska/sulfat-ammoniya-n-21-48570.htm
1584,Удобрение фосфорно-калийное серосодержащее P:K:S =20:20:5,22500.00,за Тонну,"Новосибирская область,  Новосибирск", ,https://agroru.com/doska/udobrenie-fosforno-kalijnoe-serosoderzhaschee-p-k-s-20-20-5-47518.htm,07.04.2019,https://agroru.com/doska/udobrenie-fosforno-kalijnoe-serosoderzhaschee-p-k-s-20-20-5-47518.htm
1585,Сульфат аммония  N 21,9700.00,за Тонну,"Р-ка Хакасия,  Абакан", ,https://agroru.com/doska/sulfat-ammoniya-n-21-39694.htm,07.04.2019,https://agroru.com/doska/sulfat-ammoniya-n-21-39694.htm
1586,Аммофос  NP 12:52,32500.00,за Тонну,"Республика Тыва,  Кызыл", ,https://agroru.com/doska/ammofos-np-12-52-76917.htm,07.04.2019,https://agroru.com/doska/ammofos-np-12-52-76917.htm
1587,Аммофос  NP 12:52,32500.00,за Тонну,"Республика Тыва,  Кызыл", ,https://agroru.com/doska/ammofos-np-12-52-12758.htm,07.04.2019,https://agroru.com/doska/ammofos-np-12-52-12758.htm
1588,Известково-аммиачная селитра марки Б и ИАС серосодержащая.,12000.00,за Тонну,"Иркутская область,  Иркутск", ,https://agroru.com/doska/izvestkovo-ammiachnaya-selitra-marki-b-i-ias-serosoderzhasch-32535.htm,07.04.2019,https://agroru.com/doska/izvestkovo-ammiachnaya-selitra-marki-b-i-ias-serosoderzhasch-32535.htm
1589,Известково-аммиачная селитра марки Б и ИАС серосодержащая.,12000.00,за Тонну,"Р-ка Хакасия,  Абакан", ,https://agroru.com/doska/izvestkovo-ammiachnaya-selitra-marki-b-i-ias-serosoderzhasch-28685.htm,07.04.2019,https://agroru.com/doska/izvestkovo-ammiachnaya-selitra-marki-b-i-ias-serosoderzhasch-28685.htm
1590,Аммофос  NP 12:52,32500.00,за Тонну,"Р-ка Бурятия,  Улан-Удэ", ,https://agroru.com/doska/ammofos-np-12-52-3135.htm,07.04.2019,https://agroru.com/doska/ammofos-np-12-52-3135.htm
1591,Известково-аммиачная селитра марки Б и ИАС серосодержащая.,12000.00,за Тонну,"Красноярский край,  Красноярск", ,https://agroru.com/doska/izvestkovo-ammiachnaya-selitra-marki-b-i-ias-serosoderzhasch-55521.htm,07.04.2019,https://agroru.com/doska/izvestkovo-ammiachnaya-selitra-marki-b-i-ias-serosoderzhasch-55521.htm
1592,Диаммонийфосфат NP (18:46),30000.00,за Тонну,"Самарская область,  Тольятти", ,https://agroru.com/doska/diammonijfosfat-np-18-46-94448.htm,07.04.2019,https://agroru.com/doska/diammonijfosfat-np-18-46-94448.htm
1593,Известково-аммиачная селитра марки Б и ИАС серосодержащая,12000.00,за Тонну,"Р-ка Алтай,  Горно-Алтайск", ,https://agroru.com/doska/izvestkovo-ammiachnaya-selitra-marki-b-i-ias-serosoderzhasch-40137.htm,07.04.2019,https://agroru.com/doska/izvestkovo-ammiachnaya-selitra-marki-b-i-ias-serosoderzhasch-40137.htm
1594,Аммофос  NP 12:52,32500.00,за Тонну,"Забайкальский край,  Чита", ,https://agroru.com/doska/ammofos-np-12-52-54937.htm,07.04.2019,https://agroru.com/doska/ammofos-np-12-52-54937.htm
1595,Известково-аммиачная селитра марки Б и ИАС серосодержащая,12000.00,за Тонну,"Кемеровская область,  Кемерово", ,https://agroru.com/doska/izvestkovo-ammiachnaya-selitra-marki-b-i-ias-serosoderzhasch-73594.htm,07.04.2019,https://agroru.com/doska/izvestkovo-ammiachnaya-selitra-marki-b-i-ias-serosoderzhasch-73594.htm
1596,Сульфат аммония гранулированный (N:S)= (21:24),11120.00,за Тонну,"Удмуртская Р-ка,  Ижевск", ,https://agroru.com/doska/sulfat-ammoniya-granulirovannyj-n-s-21-24-60070.htm,07.04.2019,https://agroru.com/doska/sulfat-ammoniya-granulirovannyj-n-s-21-24-60070.htm
1597,Известково-аммиачная селитра марки Б и ИАС серосодержащая,12000.00,за Тонну,"Алтайский край,  Барнаул", ,https://agroru.com/doska/izvestkovo-ammiachnaya-selitra-marki-b-i-ias-serosoderzhasch-15361.htm,07.04.2019,https://agroru.com/doska/izvestkovo-ammiachnaya-selitra-marki-b-i-ias-serosoderzhasch-15361.htm
1598,Известково-аммиачная селитра марки Б и ИАС серосодержащая,12000.00,за Тонну,"Томская область,  Томск", ,https://agroru.com/doska/izvestkovo-ammiachnaya-selitra-marki-b-i-ias-serosoderzhasch-39745.htm,07.04.2019,https://agroru.com/doska/izvestkovo-ammiachnaya-selitra-marki-b-i-ias-serosoderzhasch-39745.htm
1599,Нитроаммофоска NPKS (20:20:10+4) в МКР,None,None,"Удмуртская Р-ка,  Ижевск", ,https://agroru.com/doska/nitroammofoska-npks-20-20-10-4-v-mkr-77439.htm,07.04.2019,https://agroru.com/doska/nitroammofoska-npks-20-20-10-4-v-mkr-77439.htm
1600,•	Предлагаем оптовые известково-аммиачной селитры (ИАС) марки Б (N:Ca 27:2)и с серой (кальц,12000.00,за Тонну,"Новосибирская область,  Новосибирск", ,https://agroru.com/doska/predlagaem-optovye-postavki-izvestkovo-ammiachnoj-selitry-ia-26839.htm,07.04.2019,https://agroru.com/doska/predlagaem-optovye-postavki-izvestkovo-ammiachnoj-selitry-ia-26839.htm
1601,Известково-аммиачная селитра марки Б и ИАС серосодержащая,12000.00,за Тонну,"Омская область,  Омск", ,https://agroru.com/doska/izvestkovo-ammiachnaya-selitra-marki-b-i-ias-serosoderzhasch-44980.htm,07.04.2019,https://agroru.com/doska/izvestkovo-ammiachnaya-selitra-marki-b-i-ias-serosoderzhasch-44980.htm
1602,Аммофос  NP 12:52,32500.00,за Тонну,"Хабаровский край,  Хабаровск", ,https://agroru.com/doska/ammofos-np-12-52-31682.htm,07.04.2019,https://agroru.com/doska/ammofos-np-12-52-31682.htm
1603,Известково-аммиачная селитра марки Б и ИАС серосодержащая.,12000.00,за Тонну,"Тюменская область,  Тюмень", ,https://agroru.com/doska/izvestkovo-ammiachnaya-selitra-marki-b-i-ias-serosoderzhasch-2552.htm,07.04.2019,https://agroru.com/doska/izvestkovo-ammiachnaya-selitra-marki-b-i-ias-serosoderzhasch-2552.htm
1604,Известково-аммиачная селитра марки Б и ИАС серосодержащая.,12000.00,за Тонну,"Курганская область,  Курган", ,https://agroru.com/doska/izvestkovo-ammiachnaya-selitra-marki-b-i-ias-serosoderzhasch-76396.htm,07.04.2019,https://agroru.com/doska/izvestkovo-ammiachnaya-selitra-marki-b-i-ias-serosoderzhasch-76396.htm
1605,Туковые смеси (тукосмеси)  различных марок,20000.00,за Тонну,"Сахалинская область,  Южно-Сахалинск", ,https://agroru.com/doska/tukovye-smesi-tukosmesi-razlichnyh-marok-26857.htm,07.04.2019,https://agroru.com/doska/tukovye-smesi-tukosmesi-razlichnyh-marok-26857.htm
1606,Туковые смеси (тукосмеси) различных марок,20000.00,за Тонну,"Приморский край,  Владивосток", ,https://agroru.com/doska/tukovye-smesi-tukosmesi-razlichnyh-marok-7071.htm,07.04.2019,https://agroru.com/doska/tukovye-smesi-tukosmesi-razlichnyh-marok-7071.htm
